alpha,level,metric,mean,std
0.4,major,set_size_mean,0.6087945724203216,0.0056646388918863
0.4,major,set_size_median,1.0,0.0
0.4,major,empty_rate,0.3912054275796777,0.0056646388918862
0.4,major,singleton_rate,0.6087945724203216,0.0056646388918863
0.4,major,top1_acc_non_empty,0.985316644998135,0.0013296000393384
0.4,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.4,major,hir,,
0.4,leaf,coverage,0.6001988008835591,0.0063443310624387
0.4,leaf,set_size_mean,0.6631019248974437,0.0069387988005944
0.4,leaf,set_size_median,1.0,0.0
0.4,leaf,empty_rate,0.3368980751025555,0.0069387988005944
0.4,leaf,singleton_rate,0.6631019248974437,0.0069387988005944
0.4,leaf,top1_acc_non_empty,0.9051392633097712,0.0019941569960351
0.4,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.4,leaf,hir,,
0.45,family,coverage,0.5506626696118646,0.0054575372536858
0.45,family,set_size_mean,0.5517292521300091,0.0054671877332612
0.45,family,set_size_median,1.0,0.0
0.45,family,empty_rate,0.44827074786999,0.0054671877332612
0.45,family,singleton_rate,0.5517292521300091,0.0054671877332612
0.45,family,top1_acc_non_empty,0.9980669477030782,0.0004599241626866
0.45,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.45,family,hir,0.2687377721678759,0.0039225452256821
0.45,major,coverage,0.5495739981066579,0.0061432383508778
0.45,major,set_size_mean,0.5550867781634582,0.0063506220798876
0.45,major,set_size_median,1.0,0.0
0.45,major,empty_rate,0.444913221836541,0.0063506220798876
0.45,major,singleton_rate,0.5550867781634582,0.0063506220798876
0.45,major,top1_acc_non_empty,0.9900722599003822,0.0011916860221689
0.45,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.45,major,hir,,
0.45,leaf,coverage,0.549331019248974,0.0060966349946492
0.45,leaf,set_size_mean,0.5800788892395073,0.0079342730925503
0.45,leaf,set_size_median,1.0,0.0
0.45,leaf,empty_rate,0.4199211107604919,0.0079342730925502
0.45,leaf,singleton_rate,0.5800788892395073,0.0079342730925503
0.45,leaf,top1_acc_non_empty,0.9470290903211812,0.0033768463753379
0.45,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.45,leaf,hir,,
0.5,family,coverage,0.5001924897443986,0.0062425261928019
0.5,family,set_size_mean,0.5011644051751337,0.0062781197455194
0.5,family,set_size_median,0.56,0.4911460982191739
0.5,family,empty_rate,0.4988355948248655,0.0062781197455194
0.5,family,singleton_rate,0.5011644051751337,0.0062781197455194
0.5,family,top1_acc_non_empty,0.9980614133221586,0.0004840835200801
0.5,family,base_top1_acc,0.9543925528557904,0.0014843469474336
0.5,family,hir,0.3056232249921107,0.0058124641403588
0.5,major,coverage,0.5007257810034708,0.0069998274144746
0.5,major,set_size_mean,0.5052350899337327,0.0070513641559849
0.5,major,set_size_median,0.87,0.3321236553589334
0.5,major,empty_rate,0.4947649100662665,0.0070513641559849
0.5,major,singleton_rate,0.5052350899337327,0.0070513641559849
0.5,major,top1_acc_non_empty,0.9910752122884924,0.0011206707432854
0.5,major,base_top1_acc,0.8282865257178916,0.0032492392621583
0.5,major,hir,,
0.5,leaf,coverage,0.4995235089933729,0.0062754973054032
0.5,leaf,set_size_mean,0.5155727358788257,0.0065479717549944
0.5,leaf,set_size_median,1.0,0.0
0.5,leaf,empty_rate,0.4844272641211734,0.0065479717549944
0.5,leaf,singleton_rate,0.5155727358788257,0.0065479717549944
0.5,leaf,top1_acc_non_empty,0.9688742885746988,0.0017712036888669
0.5,leaf,base_top1_acc,0.7226853897128427,0.0034661305274381
0.5,leaf,hir,,
